ImpressionId,LogTimestamp,ProcessedTimestamp,TDID,UID2,PartnerId,AdvertiserId,CampaignId,AdGroupId,CreativeId,BidPriceCPM,WinningBidPriceCPM,MediaCostCPM,DataCostCPM,FeeCostCPM,TotalCostCPM,DeviceType,OS,OSVersion,Browser,BrowserVersion,Country,Region,Metro,SupplyVendor,Site,AppName,AdFormat,AdSize,Fold,DealId,AuctionType,Viewable,Frequency,RecencyMinutes,HourOfDay,DayOfWeek
85133c7e-0885-4e4c-85b7-407cb4aa03e1,2024-12-01T14:15:34,2024-12-01T14:16:03,TDID_7C82BDED9FAA4F1B,UID2_8c645bf8814348c2b49f,partner_6287,adv_tech_brand_001,cmp_tech_product_launch,ag_tech_product_awareness_ctv,cr_ag_tech_product_awareness_ctv_1,22.42,19.74,16.78,0.31,0.2,17.29,CTV,tvOS,14.4,App,105.0,AU,,,Index Exchange,,WaPo App,CTV,1920x1080,Above,,FirstPrice,True,11,9973,14,6
ec63b696-c1a4-4d53-b8ce-c37b5e44abd1,2024-11-28T01:39:02,2024-11-28T01:39:30,TDID_C46861C097DD475F,UID2_d9bccde92b3b42c9ba08,partner_4955,adv_travel_brand_003,cmp_flight_holiday,ag_flight_holid_performance_display,cr_ag_flight_holid_performance_display_4,5.37,4.02,3.42,0.41,0.07,3.9,CTV,tvOS,11.7,App,115.0,FR,,,Xandr,cnn.com,,Display,320x50,Below,,FirstPrice,True,2,1893,1,3
deb8074f-a61c-4fa9-b0cb-06fc8f9661d6,2024-12-01T21:32:04,2024-12-01T21:32:44,TDID_BADCA75FA10B4E01,UID2_d19e043802914679ad2c,partner_6804,adv_finance_brand_001,cmp_bank_mortgage,ag_bank_mortgag_prospecting_video,cr_ag_bank_mortgag_prospecting_video_2,13.8,8.37,7.11,0.35,0.08,7.54,SmartTV,Android,10.9,App,101.0,DE,,,SpotX,,Guardian,Video,1280x720,Above,,SecondPrice,True,3,6399,21,6
4998f768-d406-4d87-8b68-a56aa5578385,2024-12-10T12:44:51,2024-12-10T12:44:55,TDID_834961D410954E47,UID2_11338503d1484335b3e8,partner_1577,adv_travel_brand_002,cmp_vacation_cruise,ag_vacation_cru_awareness_video,cr_ag_vacation_cru_awareness_video_1,11.88,11.04,9.38,0.14,0.14,9.66,Mobile,iOS,16.2,Samsung Internet,113.0,DE,,,SpotX,bbc.com,,Video,640x360,Unknown,,FirstPrice,True,9,883,12,1
e7662590-90c5-417d-b11f-86972dd6f24c,2024-12-10T09:13:27,2024-12-10T09:14:19,TDID_66F5409D9B2441A9,UID2_5b87bba72ccb40e68b5b,partner_3433,adv_travel_brand_002,cmp_vacation_cruise,ag_vacation_cru_prospecting_display,cr_ag_vacation_cru_prospecting_display_4,6.86,6.09,5.18,0.28,0.14,5.6,Desktop,Windows,12.3,Safari,97.0,CA,,,Magnite,weather.com,,Display,728x90,Below,,SecondPrice,True,1,3509,9,1
ae348eb7-e7f6-44d5-a384-b99ad80b8674,2024-12-02T16:49:42,2024-12-02T16:50:31,TDID_B6DA941B49824ADD,UID2_7f8f4b1f4c894b628eb8,partner_3858,adv_finance_brand_001,cmp_bank_mortgage,ag_bank_mortgag_prospecting_video,cr_ag_bank_mortgag_prospecting_video_2,17.91,15.13,12.86,0.48,0.09,13.43,Desktop,macOS,17.7,Safari,96.0,DE,,,PubMatic,,NYT App,Video,1280x720,Below,,FirstPrice,True,14,4167,16,0
a3f41d1b-83e2-4365-a75c-95c8dfb2c63e,2024-11-20T21:56:34,2024-11-20T21:57:18,TDID_635189D571D7404C,UID2_9ba8c6dbac734347a7fe,partner_9326,adv_auto_brand_001,cmp_new_model_launch,ag_new_model_la_awareness_video,cr_ag_new_model_la_awareness_video_3,9.55,7.2,6.12,0.2,0.12,6.44,Mobile,iOS,17.1,Samsung Internet,109.0,UK,,,Index Exchange,,Weather Channel,Video,640x360,Below,deal_96836,SecondPrice,False,3,5406,21,2
c49a2835-99a5-4408-8a74-9bbfd9819473,2024-11-16T02:32:46,2024-11-16T02:33:42,TDID_2BF85C83E897448F,UID2_c02c84b8437041fda55c,partner_3984,adv_auto_brand_001,cmp_auto_yearend_sale,ag_auto_yearend_performance_video,cr_ag_auto_yearend_performance_video_2,11.84,10.42,8.86,0.38,0.08,9.32,Tablet,macOS,17.3,Edge,104.0,FR,,,Xandr,,WaPo App,Video,640x360,Above,,FirstPrice,True,11,1170,2,5
8ec26b18-e3e0-474a-b61e-a79315fc6461,2024-12-14T07:14:18,2024-12-14T07:14:28,TDID_A9784A2EF73344E2,UID2_9ebd2a6ff07946efa56b,partner_1726,adv_retail_brand_002,cmp_shopsmart_loyalty,ag_shopsmart_lo_performance_display,cr_ag_shopsmart_lo_performance_display_3,5.1,3.43,2.92,0.14,0.12,3.18,Desktop,Windows,12.4,Chrome,102.0,US,FL,Philadelphia,Index Exchange,,BBC News,Display,728x90,Below,,FirstPrice,True,3,2066,7,5
3d7122e1-dedf-4045-b0ab-a97a5e12fcf0,2024-11-27T01:48:37,2024-11-27T01:49:32,TDID_116C52CC9D124A07,UID2_6ecc4a82bd4340779b58,partner_5987,adv_auto_brand_001,cmp_new_model_launch,ag_new_model_la_awareness_video,cr_ag_new_model_la_awareness_video_3,11.98,8.54,7.26,0.38,0.17,7.81,Desktop,macOS,13.9,Safari,116.0,CA,,,Magnite,,NYT App,Video,640x360,Below,deal_79047,SecondPrice,True,8,8506,1,2
fecf8f4a-8afa-4203-8253-11775fcc4b33,2024-12-09T06:55:11,2024-12-09T06:55:51,TDID_89BE7F1914C84839,UID2_574b1fa449b84910aed5,partner_9451,adv_auto_brand_001,cmp_auto_yearend_sale,ag_auto_yearend_retargeting_native,cr_ag_auto_yearend_retargeting_native_2,7.0,6.52,5.54,0.32,0.07,5.93,Desktop,Windows,10.9,Chrome,115.0,CA,,,OpenX,washingtonpost.com,,Native,1200x628,Above,,FirstPrice,True,8,8903,6,0
bcd8f14a-a9db-4b1d-b470-9f976b9f1ce0,2024-11-29T02:31:20,2024-11-29T02:32:06,TDID_9154434397C24A95,UID2_aac1416b84544f33b8f3,partner_4789,adv_auto_brand_003,cmp_electra_test_drive,ag_electra_test_performance_video,cr_ag_electra_test_performance_video_2,11.32,7.57,6.43,0.36,0.2,6.99,SmartTV,Roku,11.1,App,97.0,FR,,,OpenX,washingtonpost.com,,Video,640x360,Above,,SecondPrice,True,5,6000,2,4
711ac1f1-1197-4537-b07f-e5083138c918,2024-11-30T23:31:44,2024-11-30T23:31:46,TDID_7765A91991A54687,UID2_3e98267c72ca44c99728,partner_9499,adv_auto_brand_003,cmp_electra_test_drive,ag_electra_test_retargeting_native,cr_ag_electra_test_retargeting_native_1,4.03,3.71,3.15,0.47,0.1,3.72,CTV,tvOS,12.3,App,119.0,DE,,,Index Exchange,bbc.com,,Native,1200x627,Unknown,deal_26294,FirstPrice,True,13,2935,23,5
2b9f0818-ef8f-44db-84bb-ea6f6e6f148d,2024-11-27T06:41:51,2024-11-27T06:42:25,TDID_240FE4712CB24BCD,UID2_426a1a43c3744c64ad1f,partner_8967,adv_finance_brand_003,cmp_credit_rewards,ag_credit_rewar_retargeting_display,cr_ag_credit_rewar_retargeting_display_2,6.04,4.87,4.14,0.32,0.07,4.53,Desktop,Windows,15.3,Firefox,104.0,UK,,,Magnite,nbcnews.com,,Display,160x600,Below,,FirstPrice,True,14,3847,6,2
40b86cc5-ffcf-4eb8-91af-7c5946a39d25,2024-11-17T14:49:16,2024-11-17T14:49:45,TDID_53009A4EF8E54CD2,UID2_e04e96f67d2844fc8cf7,partner_2484,adv_auto_brand_001,cmp_auto_yearend_sale,ag_auto_yearend_prospecting_native,cr_ag_auto_yearend_prospecting_native_3,4.55,4.15,3.53,0.38,0.08,3.99,CTV,Android,11.9,App,115.0,US,OH,San Antonio,Magnite,usatoday.com,,Native,1200x627,Unknown,deal_23677,SecondPrice,True,4,418,14,6
c48dc2d5-6c95-49a3-a3f3-d29b3992b7ab,2024-11-27T21:19:56,2024-11-27T21:20:28,TDID_0FFFB850722C4BC6,UID2_086c75d1c9ac420d9c7f,partner_4521,adv_tech_brand_001,cmp_tech_product_launch,ag_tech_product_performance_video,cr_ag_tech_product_performance_video_1,14.15,9.63,8.19,0.3,0.06,8.55,Desktop,Windows,17.9,Firefox,110.0,CA,,,OpenX,cnn.com,,Video,1920x1080,Below,deal_80576,FirstPrice,False,15,238,21,2
7bd01725-982a-4cb3-b8b8-5cdf8d0ae298,2024-12-04T00:19:33,2024-12-04T00:20:07,TDID_61F9CEC411094047,UID2_54e31c8b05974f25845f,partner_3080,adv_auto_brand_003,cmp_electra_test_drive,ag_electra_test_prospecting_display,cr_ag_electra_test_prospecting_display_1,6.03,4.44,3.77,0.43,0.12,4.32,Desktop,macOS,14.6,Safari,107.0,CA,,,Index Exchange,washingtonpost.com,,Display,300x250,Above,deal_52109,FirstPrice,False,6,2202,0,2
703fe7c7-8374-468d-aa7b-6cc28734ce16,2024-12-15T09:55:46,2024-12-15T09:55:48,TDID_43A53C9065AC49F0,UID2_c50e5e7bb9144460aee7,partner_1560,adv_tech_brand_001,cmp_tech_product_launch,ag_tech_product_awareness_ctv,cr_ag_tech_product_awareness_ctv_1,31.59,20.28,17.24,0.11,0.12,17.47,Mobile,Android,15.7,App,107.0,UK,,,Google AdX,,NYT App,CTV,1920x1080,Below,,SecondPrice,True,9,1617,9,6
e5c03677-2b09-4706-a450-bc8cc7803a9c,2024-12-15T08:16:55,2024-12-15T08:17:44,TDID_9FC61A1A9BFF4C91,UID2_2b59cf0161004373957d,partner_9824,adv_finance_brand_003,cmp_credit_rewards,ag_credit_rewar_retargeting_display,cr_ag_credit_rewar_retargeting_display_3,5.25,3.95,3.36,0.48,0.12,3.96,SmartTV,FireTV,11.7,App,98.0,DE,,,Index Exchange,weather.com,,Display,300x250,Above,,SecondPrice,True,11,5923,8,6
5ab578cd-ea3f-45a1-b7e5-648b6e4d7570,2024-12-03T22:58:08,2024-12-03T22:59:08,TDID_D7F4A6C34AA54F72,UID2_c619d9a458234abaaa64,partner_7448,adv_retail_brand_002,cmp_shopsmart_blackfriday,ag_shopsmart_bl_awareness_video,cr_ag_shopsmart_bl_awareness_video_1,14.9,10.4,8.84,0.33,0.08,9.25,Tablet,macOS,17.5,Edge,109.0,AU,,,OpenX,,CNN App,Video,640x360,Above,deal_43750,FirstPrice,True,1,5719,22,1
d72e44e0-08be-424e-86fd-d70e3b516f9a,2024-12-12T03:47:55,2024-12-12T03:47:59,TDID_851C761895144B24,UID2_d36a284f8e524ddeb019,partner_6068,adv_ent_brand_001,cmp_stream_holiday,ag_stream_holid_awareness_video,cr_ag_stream_holid_awareness_video_3,14.92,13.35,11.35,0.41,0.09,11.85,CTV,tvOS,14.0,App,91.0,DE,,,Google AdX,cnn.com,,Video,1920x1080,Below,deal_48389,SecondPrice,True,6,4127,3,3
61b5a29f-baf4-4825-806a-d2c803c04f4d,2024-12-08T10:13:28,2024-12-08T10:13:53,TDID_11928289FB904F96,UID2_905487ca64954f88b8e8,partner_3326,adv_tech_brand_001,cmp_tech_holiday_bundle,ag_tech_holiday_prospecting_display,cr_ag_tech_holiday_prospecting_display_3,5.37,3.9,3.31,0.11,0.2,3.62,Mobile,Android,14.6,App,103.0,FR,,,PubMatic,nbcnews.com,,Display,320x50,Below,,FirstPrice,False,9,647,10,6
322f7a66-129c-451f-957e-3696c4d3e524,2024-12-08T20:11:12,2024-12-08T20:11:51,TDID_291B809CE3FE4283,UID2_611f84900e2c4d7db5a6,partner_7109,adv_health_brand_002,cmp_wellness_newyear,ag_wellness_new_prospecting_video,cr_ag_wellness_new_prospecting_video_2,10.63,9.7,8.24,0.42,0.11,8.77,Desktop,Windows,10.8,Chrome,111.0,UK,,,Magnite,,NBC News,Video,1280x720,Unknown,,FirstPrice,True,2,5541,20,6
9272fb8c-95cb-4659-a4e0-bd2f72e05c2a,2024-12-07T07:41:45,2024-12-07T07:42:41,TDID_34B08B95626948E9,UID2_c1854866a73e4b08ba0e,partner_4091,adv_retail_brand_001,cmp_holiday_promo_2024,ag_holiday_prom_retargeting_native,cr_ag_holiday_prom_retargeting_native_1,6.21,5.47,4.65,0.44,0.2,5.29,Desktop,macOS,11.0,Firefox,112.0,US,GA,Phoenix,OpenX,weather.com,,Native,600x600,Unknown,,SecondPrice,True,1,2656,7,5
881c1d30-2b28-4902-a57e-36d2f648f890,2024-11-30T22:01:03,2024-11-30T22:01:28,TDID_80DD0AA2EE8E47A1,UID2_a628810bd29049e2bfe6,partner_3949,adv_travel_brand_001,cmp_winter_getaway,ag_winter_getaw_retargeting_native,cr_ag_winter_getaw_retargeting_native_3,6.13,4.58,3.89,0.25,0.19,4.33,Tablet,macOS,14.4,Firefox,92.0,US,OH,Dallas,FreeWheel,nytimes.com,,Native,600x600,Above,,FirstPrice,False,14,3966,22,5
31474f62-6606-4f38-b133-3dbb6d17a979,2024-11-22T03:57:35,2024-11-22T03:57:53,TDID_312978006CED4939,UID2_db132ece68c0497fb1b6,partner_5360,adv_travel_brand_003,cmp_flight_holiday,ag_flight_holid_awareness_video,cr_ag_flight_holid_awareness_video_3,20.19,15.35,13.05,0.39,0.2,13.64,Tablet,macOS,14.8,Safari,119.0,AU,,,Index Exchange,,CNN App,Video,1920x1080,Above,,SecondPrice,True,14,8919,3,4
ae98edf6-e4dd-46b0-bdef-c6a6fd22cc81,2024-12-05T16:03:55,2024-12-05T16:04:11,TDID_C950E8B52C6A40F0,UID2_98b9986aa21b40fe93e9,partner_8820,adv_auto_brand_002,cmp_speed_performance,ag_speed_perfor_performance_video,cr_ag_speed_perfor_performance_video_2,14.47,11.94,10.15,0.29,0.09,10.53,Mobile,Android,16.4,App,117.0,FR,,,SpotX,nytimes.com,,Video,1280x720,Below,,SecondPrice,True,14,2425,16,3
747edc37-2547-4e1e-b51e-36ca934564a1,2024-11-21T09:55:26,2024-11-21T09:56:03,TDID_60AE558F55BD4BAE,UID2_df90fcfe481a431d87ea,partner_7964,adv_travel_brand_001,cmp_winter_getaway,ag_winter_getaw_awareness_video,cr_ag_winter_getaw_awareness_video_2,18.97,15.18,12.9,0.22,0.12,13.24,Desktop,macOS,16.0,Safari,112.0,US,NC,San Diego,Magnite,theguardian.com,,Video,640x360,Above,,SecondPrice,True,14,4147,9,3
fbfc7b21-2ff1-417a-8109-28e80e41f183,2024-12-02T15:03:16,2024-12-02T15:03:53,TDID_C8EF88499EB44338,UID2_80e922bbcbcc48c4a6c7,partner_9699,adv_retail_brand_002,cmp_shopsmart_loyalty,ag_shopsmart_lo_performance_display,cr_ag_shopsmart_lo_performance_display_3,4.63,3.48,2.96,0.33,0.18,3.47,SmartTV,Roku,15.6,App,114.0,AU,,,SpotX,nbcnews.com,,Display,728x90,Unknown,deal_92359,SecondPrice,False,7,3482,15,0
cf4fa65a-7a6e-408f-9ce4-ac8203ea3a62,2024-12-14T16:48:51,2024-12-14T16:49:33,TDID_78DBBECE08644BF9,UID2_a7d26bd528594de29ab5,partner_2818,adv_cpg_brand_001,cmp_fresh_holiday,ag_fresh_holida_performance_video,cr_ag_fresh_holida_performance_video_2,11.16,7.88,6.7,0.21,0.12,7.03,CTV,Android,14.0,App,101.0,AU,,,SpotX,washingtonpost.com,,Video,640x360,Above,deal_57866,FirstPrice,True,6,6037,16,5
d4b9b2ee-ad49-41d9-8d8f-317bb062e6c4,2024-11-28T10:18:59,2024-11-28T10:19:39,TDID_630D4EB454E74C97,UID2_a1c9826ace964c5ab6bf,partner_5376,adv_auto_brand_003,cmp_electra_ev_awareness,ag_electra_ev_a_retargeting_native,cr_ag_electra_ev_a_retargeting_native_3,7.32,4.73,4.02,0.26,0.14,4.42,Desktop,macOS,14.5,Edge,100.0,UK,,,Xandr,washingtonpost.com,,Native,1200x627,Below,,SecondPrice,True,14,5542,10,3
981e8d05-7a47-430d-9bed-5ed4364c23e5,2024-11-29T04:18:18,2024-11-29T04:18:30,TDID_DDCF5FCD1092460F,UID2_7f44c8802ed04c06a1ce,partner_8702,adv_health_brand_001,cmp_health_enrollment,ag_health_enrol_prospecting_video,cr_ag_health_enrol_prospecting_video_3,19.28,16.83,14.31,0.37,0.07,14.75,SmartTV,FireTV,12.8,App,110.0,US,PA,Los Angeles,PubMatic,washingtonpost.com,,Video,1920x1080,Below,,SecondPrice,True,12,9098,4,4
4468391d-2c73-45a6-936e-36f769867b4b,2024-11-29T05:43:15,2024-11-29T05:44:09,TDID_9C72BA61AE854B43,UID2_d135b04617474e56b3dc,partner_4070,adv_tech_brand_001,cmp_tech_product_launch,ag_tech_product_prospecting_display,cr_ag_tech_product_prospecting_display_1,4.19,3.11,2.64,0.27,0.14,3.05,CTV,Android,17.6,App,111.0,CA,,,Index Exchange,,Fox News App,Display,320x50,Unknown,deal_88651,SecondPrice,True,6,756,5,4
c06d6a2a-b8b0-437f-894e-7dc6f9afdebf,2024-12-09T09:30:27,2024-12-09T09:31:06,TDID_86CC02A10F8441CE,UID2_e0c7bba59d8447bfb3a2,partner_5557,adv_retail_brand_001,cmp_retail_clearance,ag_retail_clear_retargeting_display,cr_ag_retail_clear_retargeting_display_3,5.87,4.54,3.86,0.41,0.15,4.42,Desktop,macOS,17.1,Firefox,103.0,DE,,,Index Exchange,,Guardian,Display,300x600,Above,,SecondPrice,True,11,7017,9,0
a68ae819-9a3a-477c-adbb-27acfe98e1e8,2024-12-02T04:45:24,2024-12-02T04:45:26,TDID_746E1553FF1E417E,UID2_c1e8640cfae244b38b64,partner_7997,adv_tech_brand_001,cmp_tech_product_launch,ag_tech_product_prospecting_display,cr_ag_tech_product_prospecting_display_1,5.35,3.54,3.01,0.11,0.11,3.23,CTV,Roku,17.8,App,91.0,AU,,,SpotX,,Guardian,Display,320x50,Unknown,deal_17008,SecondPrice,True,1,8583,4,0
dc2fc12b-1e4f-4389-84a6-d7185f4afd53,2024-11-25T13:08:40,2024-11-25T13:08:54,TDID_391A49F0F3534EE6,UID2_63c37716d48447ba9f31,partner_3876,adv_retail_brand_001,cmp_retail_clearance,ag_retail_clear_performance_display,cr_ag_retail_clear_performance_display_2,4.66,4.05,3.44,0.22,0.08,3.74,Tablet,Windows,14.9,Safari,99.0,AU,,,Magnite,bbc.com,,Display,970x250,Above,deal_59720,SecondPrice,False,10,1930,13,0
2498d2dc-41de-4b43-a47d-c25f01ba731d,2024-11-24T11:21:30,2024-11-24T11:22:07,TDID_028F1927A1F64445,UID2_a038a0d04a7648218c26,partner_2547,adv_retail_brand_002,cmp_shopsmart_loyalty,ag_shopsmart_lo_performance_display,cr_ag_shopsmart_lo_performance_display_1,4.36,2.72,2.31,0.14,0.07,2.52,CTV,FireTV,14.6,App,119.0,UK,,,Xandr,theguardian.com,,Display,970x250,Below,deal_20762,FirstPrice,True,4,3776,11,6
90f88a19-62e8-4df5-b7b4-68d03a07b810,2024-11-18T21:23:32,2024-11-18T21:23:56,TDID_1D38C32EDE024196,UID2_b4947571fefa44fe9744,partner_5752,adv_finance_brand_003,cmp_credit_rewards,ag_credit_rewar_retargeting_display,cr_ag_credit_rewar_retargeting_display_2,6.74,5.57,4.73,0.2,0.08,5.01,CTV,Android,13.8,App,111.0,FR,,,OpenX,washingtonpost.com,,Display,160x600,Below,,SecondPrice,False,9,8206,21,0
8a779c77-0745-4168-b483-df3cccbb6152,2024-12-04T16:26:57,2024-12-04T16:27:13,TDID_C85D5CC64B484CCD,UID2_78d9adcf333d41f291c2,partner_3937,adv_auto_brand_003,cmp_electra_test_drive,ag_electra_test_performance_video,cr_ag_electra_test_performance_video_1,9.75,7.73,6.57,0.41,0.06,7.04,CTV,Roku,17.7,App,115.0,DE,,,PubMatic,,ESPN App,Video,1920x1080,Below,,FirstPrice,True,6,763,16,2
87e519b1-3ea9-4929-a25f-4b63b49a2221,2024-12-02T00:29:06,2024-12-02T00:29:29,TDID_FD613F1C35EA403F,UID2_40ba98eb922640648dc9,partner_9372,adv_cpg_brand_002,cmp_clean_newyear,ag_clean_newyea_retargeting_native,cr_ag_clean_newyea_retargeting_native_3,7.97,5.19,4.41,0.44,0.15,5.0,Mobile,Android,13.7,App,94.0,CA,,,Amazon TAM,bbc.com,,Native,1200x628,Unknown,,SecondPrice,True,4,8359,0,0
4a079846-943e-412b-b754-3de79c2d7da0,2024-12-11T13:24:56,2024-12-11T13:25:33,TDID_0ED389F992C94C73,UID2_ddbd07dd78504abf9e8a,partner_8866,adv_tech_brand_003,cmp_app_install,ag_app_install_retargeting_display,cr_ag_app_install_retargeting_display_2,8.36,7.52,6.39,0.49,0.12,7.0,SmartTV,tvOS,14.7,App,115.0,UK,,,FreeWheel,usatoday.com,,Display,970x250,Unknown,deal_48609,FirstPrice,True,12,2709,13,2
cfeedafc-b891-49f1-b06f-93e0beed9c4c,2024-12-04T07:24:59,2024-12-04T07:25:55,TDID_5DC3CABE5B2248E4,UID2_95a768d613c84fb5a67f,partner_9417,adv_tech_brand_001,cmp_tech_product_launch,ag_tech_product_performance_video,cr_ag_tech_product_performance_video_1,10.26,8.85,7.52,0.14,0.1,7.76,CTV,FireTV,10.2,App,90.0,FR,,,Index Exchange,,CNN App,Video,1920x1080,Below,deal_11042,SecondPrice,False,10,1131,7,2
581d1048-4cad-4b84-9876-03c1ffa33c4f,2024-12-14T21:23:24,2024-12-14T21:24:14,TDID_57C647E8265D40EC,UID2_d9d0bc2d493b4877bf1d,partner_5769,adv_retail_brand_002,cmp_shopsmart_loyalty,ag_shopsmart_lo_retargeting_native,cr_ag_shopsmart_lo_retargeting_native_2,5.53,5.11,4.34,0.27,0.12,4.73,Mobile,iOS,16.3,App,115.0,UK,,,Xandr,nbcnews.com,,Native,600x600,Above,deal_37461,SecondPrice,True,2,1301,21,5
78726448-f212-48cd-af31-1971e3be3376,2024-11-21T12:35:21,2024-11-21T12:36:08,TDID_93C1AF3009144C01,UID2_098fe2213b9d4416b71f,partner_8817,adv_retail_brand_001,cmp_holiday_promo_2024,ag_holiday_prom_awareness_ctv,cr_ag_holiday_prom_awareness_ctv_1,28.75,21.71,18.45,0.19,0.18,18.82,SmartTV,FireTV,10.0,App,113.0,UK,,,Magnite,washingtonpost.com,,CTV,1920x1080,Below,,FirstPrice,False,8,5889,12,3
ffb568f0-9bc0-4e5f-8609-6d32a30f5c41,2024-11-17T08:21:09,2024-11-17T08:22:01,TDID_465490BA461040B5,UID2_f9968626d69c476ea98e,partner_4491,adv_travel_brand_002,cmp_vacation_cruise,ag_vacation_cru_performance_video,cr_ag_vacation_cru_performance_video_1,15.44,13.08,11.12,0.38,0.2,11.7,Mobile,iOS,17.3,Chrome,97.0,DE,,,SpotX,cnn.com,,Video,640x360,Above,,FirstPrice,True,15,4741,8,6
494680a8-948e-467f-80fe-cec7f09f2bbf,2024-11-24T08:10:00,2024-11-24T08:10:27,TDID_E25F880C35A4439B,UID2_979ce257e5b5413b979d,partner_4419,adv_finance_brand_003,cmp_credit_rewards,ag_credit_rewar_retargeting_display,cr_ag_credit_rewar_retargeting_display_2,7.73,6.47,5.5,0.2,0.2,5.9,Desktop,Windows,16.5,Safari,98.0,CA,,,Amazon TAM,usatoday.com,,Display,160x600,Above,deal_95239,SecondPrice,False,5,4088,8,6
409b0d5c-884e-4df4-b1f1-4afc12d9fec2,2024-12-12T08:02:27,2024-12-12T08:03:14,TDID_1B9239E21A3F4D84,UID2_8d74e34494f54dba854a,partner_4971,adv_travel_brand_001,cmp_winter_getaway,ag_winter_getaw_performance_display,cr_ag_winter_getaw_performance_display_2,8.3,5.07,4.31,0.22,0.06,4.59,Desktop,Windows,11.1,Chrome,108.0,US,IL,San Diego,Xandr,theguardian.com,,Display,160x600,Unknown,,FirstPrice,True,10,3121,8,3
03a1a975-1cf3-4ba1-b873-5b7cc8d10686,2024-11-29T07:16:04,2024-11-29T07:16:55,TDID_DF6DFBD9E27747CD,UID2_cf1dfadfcd594661b3bc,partner_7160,adv_cpg_brand_001,cmp_fresh_holiday,ag_fresh_holida_performance_video,cr_ag_fresh_holida_performance_video_3,14.64,13.13,11.16,0.2,0.13,11.49,CTV,Android,12.5,App,105.0,DE,,,Xandr,cnn.com,,Video,1280x720,Below,deal_50581,SecondPrice,False,13,932,7,4
972bad28-794b-4cc6-a3e6-348b87b35625,2024-12-14T16:10:18,2024-12-14T16:11:15,TDID_5D9190DBF3114E4D,UID2_38e003d2dbc84168a69c,partner_2734,adv_travel_brand_002,cmp_vacation_cruise,ag_vacation_cru_prospecting_display,cr_ag_vacation_cru_prospecting_display_3,6.2,5.41,4.6,0.4,0.1,5.1,SmartTV,Android,12.7,App,114.0,UK,,,SpotX,,ESPN App,Display,160x600,Above,,FirstPrice,True,6,9115,16,5
2f00a698-d847-482d-8cf3-6b102a525ca1,2024-11-19T16:07:30,2024-11-19T16:08:07,TDID_7E07BEE8C2AF456F,UID2_593d9834e51a44848846,partner_6342,adv_retail_brand_001,cmp_holiday_promo_2024,ag_holiday_prom_retargeting_native,cr_ag_holiday_prom_retargeting_native_1,4.53,2.99,2.54,0.3,0.13,2.97,Tablet,macOS,10.4,Edge,98.0,DE,,,Index Exchange,espn.com,,Native,600x600,Below,,SecondPrice,False,10,4269,16,1
7302361f-6f2a-41e8-a599-7ef3a6f86c4b,2024-11-23T00:52:45,2024-11-23T00:53:33,TDID_4FE53EB8B5D94C97,UID2_c328d0cf35734cb293df,partner_3029,adv_ent_brand_002,cmp_game_launch,ag_game_launch_awareness_video,cr_ag_game_launch_awareness_video_2,11.96,7.43,6.32,0.24,0.06,6.62,CTV,tvOS,13.7,App,111.0,DE,,,FreeWheel,usatoday.com,,Video,1920x1080,Above,,SecondPrice,False,8,704,0,5
f205e91c-38e4-4a7c-ba3b-94811c6e925c,2024-11-22T22:34:58,2024-11-22T22:35:15,TDID_ABA5815E07474C52,UID2_95f5bcb362b2457bb631,partner_9830,adv_auto_brand_003,cmp_electra_test_drive,ag_electra_test_prospecting_display,cr_ag_electra_test_prospecting_display_3,4.45,4.03,3.43,0.47,0.12,4.02,SmartTV,tvOS,11.7,App,110.0,US,OH,San Jose,Google AdX,cnn.com,,Display,160x600,Below,,SecondPrice,True,6,9449,22,4
22c88926-6cb5-4aaf-badf-1ad1df983540,2024-11-23T11:36:39,2024-11-23T11:37:22,TDID_C0290A136EF84B15,UID2_4e05a99b5d7b4c0ab49a,partner_8520,adv_travel_brand_003,cmp_flight_holiday,ag_flight_holid_performance_display,cr_ag_flight_holid_performance_display_4,6.66,5.71,4.85,0.37,0.1,5.32,SmartTV,Android,11.5,App,91.0,CA,,,Google AdX,,WaPo App,Display,320x50,Below,deal_69920,SecondPrice,False,2,8796,11,5
eb00df43-22a3-447e-b48d-db46034fe6e7,2024-11-16T06:20:34,2024-11-16T06:21:32,TDID_6A0DC8C0FA3B497A,UID2_59be02b965804b3a9392,partner_8010,adv_retail_brand_001,cmp_holiday_promo_2024,ag_holiday_prom_prospecting_display,cr_ag_holiday_prom_prospecting_display_2,4.03,2.82,2.4,0.25,0.12,2.77,CTV,FireTV,17.7,App,115.0,DE,,,Google AdX,,USA Today,Display,728x90,Below,,FirstPrice,True,3,2897,6,5
019c83c1-fd42-4684-9843-f6233a2e2d0f,2024-11-27T06:56:51,2024-11-27T06:57:11,TDID_6E32A892E9D14F61,UID2_f43f69efe3654acabcd6,partner_3895,adv_finance_brand_003,cmp_credit_rewards,ag_credit_rewar_awareness_video,cr_ag_credit_rewar_awareness_video_2,9.83,8.08,6.87,0.42,0.07,7.36,Desktop,macOS,15.9,Safari,105.0,FR,,,FreeWheel,,NYT App,Video,640x360,Above,,SecondPrice,False,5,891,6,2
